company_name,attack,year_attack,Size_of_Group_Composition,BvD_independent_indicator,Number_of_shareholders,Number_of_effective_beneficiaries_def_10_10,Number_of_effective_beneficiaries_def_10_50,Number_of_effective_beneficiaries_def_25_25,Number_of_leaders,Number_of_current_leaders,Number_of_Previous_Leader,DM_As_any_category,Manager_Gender,Manager_Age,Manager_Age_group,Director_Also_shareholder,Manager_Number_of_companies_in_which_a_function_is_held,diffmoy_Price_earnings_per_share_average,diffmoy_Average_share_return,diffmoy_Capitalization_Equity,diffmoy_Capitalization_Total_balance_sheet_Tobins_Q,diffmoy_Equity_per_share_EUR,diffmoy_Bankruptcy_probability,diffmoy_Debt_coefficient,diffmoy_Solvency,diffmoy_Returns_invested_capital,diffmoy_Returns_net_equity,diffmoy_ROA_from_profit_before_taxes,diffmoy_ROCE_from_net_income1,diffmoy_R&D_expenditure_Operating_income,diffmoy_Performance
LUNDIN INTERNATIONAL,0,,28,D,1,3,3,3,23,11,18,Oui,H,49,46 - 55,Non,8,,,,,,-1.773921201,0.805970149,1.833688699,,,,,,
LVL MEDICAL GROUPE SA,0,,1076,D,2,1,1,1,39,10,31,Non,H,54,46 - 55,Non,10,,,,,,-2.773921201,3.805970149,5.833688699,,,,,,
LVMH MOET HENNESSY LOUIS VUITTON,0,,1559,D,69,2,2,1,56,35,37,Oui,H,71,66 - 75,Non,254,-7.935984234,,0.053393293,-0.061887538,-53.81842759,-2.773921201,-3.194029851,-3.166311301,21.40587368,29.30531974,12.57039098,17.38476012,-1.835997054,12.4829096
LYSOGENE,0,,2,B+,15,20,20,0,25,14,15,Non,F,48,46 - 55,Oui,4,,,,,,1.226078799,2.805970149,2.833688699,-110.7811263,-129.9376803,-82.26160902,-109.4802399,,
LYXOR 10Y US TREASURY DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR BEL 20 TR (DR) UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR BTP DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR BTP DAILY (2X) LEVERAGED UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR BUND DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR BUND DAILY (2X) LEVERAGED UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR CAC 40 (DR) UCITS ETF,0,,0,U,2,0,0,0,5,2,3,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR CAC 40 DAILY (-1X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR CAC 40 DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR CAC 40 DAILY (2X) LEVERAGED UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR CAC MID 60 (DR) UCITS ETF,0,,0,U,2,0,0,0,4,2,2,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR DAILY SHORTDAX X2 UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR DJ GLOBAL TITANS 50 UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR DOW JONES INDUSTRIAL AVERAGE UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR EURO OVERNIGHT RETURN UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR EURO STOXX 50 (DR) UCITS ETF,0,,0,U,2,0,0,0,4,2,2,Non,H,53,46 - 55,Non,8,,,,,,,,,,,,,,
LYXOR EURO STOXX 50 DAILY (-1X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR EURO STOXX 50 DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR EURO STOXX 50 DAILY (2X) LEVERAGED UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR FTSE MIB UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR GERMAN MID-CAP MDAX UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR HWABAO WP MSCI CHINA A (DR) UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR IBEX 35 (DR) UCITS ETF,0,,0,U,2,0,0,0,4,2,2,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR IBEX 35 DOBLE APALANCADO DIARIO UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR IBEX 35 DOBLE INVERSO DIARIO UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR JAPAN (TOPIX) (DR) UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR MSCI EMERGING MARKETS UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR MSCI EUROPE (DR) UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,8,,,,,,,,,,,,,,
LYXOR MSCI GREECE UCITS ETF,0,,0,U,2,0,0,0,3,2,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR MSCI INDIA UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR MSCI USA UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR MSCI WORLD UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR NASDAQ-100 DAILY (2X) LEVERAGED UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR NEW ENERGY UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA AFRIQUE DU SUD (MSCI SOUTH AFRICA) UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA AMERIQUE (MSCI USA) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA ASIE PACIFIQUE (MSCI AC ASIA PACIFIC EX JAPAN) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA BRESIL (MSCI BRAZIL) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA CHINE (HSCEI) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA COREE (MSCI KOREA) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA DOW JONES INDUSTRIAL AVERAGE UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA EAU (WORLD WATER) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA EMERGENTS (MSCI EMERGING MARKETS) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA IMMOBILIER EUROPE (FTSE EPRA/NAREIT) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA INDE (MSCI INDIA) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA JAPON (TOPIX) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA MONDE (MSCI WORLD) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA NASDAQ-100 UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA OBLIGATIONS D'ETAT EURO UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA PME (DR) UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,8,,,,,,,,,,,,,,
LYXOR PEA RUSSIE (MSCI RUSSIA IMI SELECT GDR) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA S&P 500 UCITS ETF,0,,0,U,2,0,0,0,2,2,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR PEA TURQUIE (MSCI TURKEY) UCITS ETF,0,,0,U,2,0,0,0,1,1,0,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR RUSSELL 1000 GROWTH UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR RUSSELL 1000 VALUE UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR SMI DAILY (-2X) INVERSE UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
LYXOR WORLD WATER UCITS ETF,0,,0,U,2,0,0,0,2,1,1,Non,H,53,46 - 55,Non,211,,,,,,,,,,,,,,
M J LOCATION,0,,7,B+,5,6,6,3,7,7,1,Non,H,70,66 - 75,Oui,5,,,,,,-0.773921201,-3.194029851,-2.166311301,,,,,,
M.R. ET ASSOCIES,0,,305,D,1,1,1,0,8,3,7,Non,,53,46 - 55,Non,6,,,,,,,,,,,,,,
M2I,0,,21,D,9,5,0,0,17,13,11,Non,H,53,46 - 55,Non,16,,,-1.727606707,-1.201887538,-106.8614276,1.226078799,-3.194029851,-4.166311301,26.92887368,27.17331974,7.312390977,27.10876012,-2.130997054,-1.210090395
MACC SA,0,,9,D,1,10,3,3,33,21,20,Non,H,60,56 - 65,Non,12,,,,,,-1.773921201,3.805970149,2.833688699,,,,,,
MADE,0,,0,A,4,3,3,0,6,6,4,Non,H,68,66 - 75,Oui,3,73.67101577,,-1.868606707,-0.662887538,-106.7314276,-0.773921201,-1.194029851,2.833688699,8.627873684,7.444319737,2.629390977,9.92876012,-2.130997054,-4.367090395
MADVERTISE,0,,6,A+,14,2,2,2,13,9,7,Non,H,46,46 - 55,Oui,5,,,4.359393293,-0.854887538,-108.6864276,4.226078799,-3.194029851,-4.166311301,-53.28512632,-86.96368026,-7.465609023,-92.26723988,-2.130997054,-12.9110904
MAESA,0,,13,D,2,0,0,0,35,10,29,Non,H,46,46 - 55,Non,12,,,,,,1.226078799,,,,,,,,
MAGASINS GENERAUX DELYON GERLAND SA,0,,0,U,0,0,0,0,1,1,0,Non,H,53,46 - 55,Non,1,,,,,,,,,,,,,,
MAGELLAN,0,,0,U,2,0,0,0,5,4,1,Non,H,53,46 - 55,Non,5,,,,,,,,,,,,,,
MAGILLEM DESIGN SERVICES,0,,2,A-,2,2,2,0,11,5,8,Non,F,62,56 - 65,Oui,15,,,,,,1.226078799,,,,,,,,
MAISON ANTOINE BAUD,0,,2,D,3,0,0,0,11,9,4,Non,H,47,46 - 55,Non,3,-22.06898423,,-2.408606707,-1.129887538,19.59557241,-1.773921201,1.805970149,3.833688699,,13.37231974,5.851390977,,,24.2209096
MAISON CLIO BLUE,0,,2,D,3,2,2,2,4,3,4,Non,H,60,56 - 65,Oui,11,,,3.160393293,0.590112462,-108.5144276,1.226078799,-1.194029851,-0.166311301,,7.618319737,2.232390977,,-2.130997054,-4.239090395
MAISONS DU MONDE,0,,16,A+,91,7,7,0,30,24,14,Oui,H,61,56 - 65,Non,106,,-6.155752252,-0.963606707,-0.546887538,-97.85542759,-2.773921201,-3.194029851,-4.166311301,12.94887368,1.117319737,-0.601609023,15.77776012,-2.130997054,-7.455090395
MAKHEIA GROUP,0,,7,B+,10,9,4,0,24,17,15,Non,H,61,56 - 65,Oui,5,,,-1.561606707,-0.842887538,-107.2654276,1.226078799,-3.194029851,-4.166311301,1.173873684,-8.501680263,-4.904609023,6.40876012,-2.130997054,-13.1120904
MALTERIES FRANCO BELGES,0,,,D,10,2,2,2,36,21,21,Non,H,57,56 - 65,Non,6,-21.51798423,-5.405752252,-2.447606707,-0.907887538,202.8305724,-1.773921201,3.805970149,5.833688699,21.15787368,20.54231974,14.35439098,21.03276012,-2.130997054,18.9029096
MANDARINE REFLEX,0,,0,U,2,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
MANITOU BF,0,,56,A+,35,2,2,0,39,32,15,Non,F,44,36 - 45,Non,2,-12.95598423,-4.886752252,-1.798606707,-0.879887538,-95.89642759,-1.773921201,2.805970149,1.833688699,19.20787368,18.60831974,7.990390977,17.10576012,-0.754997054,0.072909605
MANSARTIS ZONE EURO ISR,0,,0,U,2,0,0,0,4,2,2,Non,F,53,46 - 55,Non,6,,,,,,,,,,,,,,
MANUTAN INTERNATIONAL,0,,40,C+,25,2,2,2,28,18,14,Non,H,74,66 - 75,Oui,6,-16.80598423,-4.506752252,-2.159606707,-0.916887538,-59.10142759,-1.773921201,2.805970149,1.833688699,18.01587368,18.72931974,9.729390977,16.28776012,-2.130997054,2.255909605
MARE NOSTRUM,0,,41,C+,10,3,3,1,12,6,9,Non,H,48,46 - 55,Oui,18,,,,,,4.226078799,,,,,,,,
MARIE BRIZARD & ROGER INTERNATIONAL SA,0,,41,D,1,5,3,2,30,8,22,Non,F,53,46 - 55,Non,1,,,,,,-0.773921201,-0.194029851,-1.166311301,,,,,,
MARIE BRIZARD WINE AND SPIRITS,0,,41,D,17,5,3,2,45,25,31,Non,H,61,56 - 65,Non,9,44.61501577,,-1.122606707,-0.537887538,-100.4214276,,1.805970149,-1.166311301,12.43787368,4.291319737,0.800390977,17.92776012,-2.130997054,-5.698090395
MARIONNAUD PARFUMERIES,0,,1881,D,2,2,1,1,15,11,5,Non,H,67,66 - 75,Non,124,,,,,,-1.773921201,-3.194029851,-1.166311301,,,,,,
MARKETINGROUP (THE),0,,0,U,0,0,0,0,26,8,20,Oui,H,57,56 - 65,Non,13,,,,,,,2.805970149,-0.166311301,,,,,,
MARTELL & CO,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
MASTRAD,0,,4,B+,8,1,1,1,11,9,3,Non,H,57,56 - 65,Oui,8,,,-1.126606707,-0.917887538,-108.3824276,4.226078799,2.805970149,-0.166311301,,-62.96368026,-20.69760902,,-2.130997054,-20.3390904
MAUNA KEA TECHNOLOGIES,0,,2,A+,16,0,0,0,32,15,24,Non,H,50,46 - 55,Oui,4,,,1.941393293,1.291112462,-108.2584276,1.226078799,1.805970149,0.833688699,,-81.22468026,-47.06760902,,9.679002946,
MB-ELECTRONIQUE,0,,2,D,10,6,6,1,12,8,8,Non,H,53,46 - 55,Non,3,,,,,,-2.773921201,3.805970149,4.833688699,,,,,,
MCPHY ENERGY,0,,5,A+,30,0,0,0,44,21,30,Oui,H,64,56 - 65,Oui,4,,,1.605393293,-0.173887538,-108.0384276,3.226078799,-3.194029851,-1.166311301,-48.38312632,-101.2166803,-29.94960902,-47.81923988,-2.130997054,-80.7550904
MECATHERM S.A.,0,,3,D,2,1,1,1,27,15,19,Non,,53,46 - 55,Non,1,,,,,,-0.773921201,-0.194029851,-2.166311301,,,,,,
MECELEC COMPOSITES,0,,3,B+,14,2,2,1,29,18,22,Oui,H,74,66 - 75,Non,13,-18.72998423,,-8.234606707,-1.197887538,-109.1934276,5.226078799,-3.194029851,-4.166311301,34.32987368,,9.619390977,29.49476012,-2.130997054,-0.516090395
MEDIA 6,0,,23,D,7,2,2,1,11,8,8,Non,H,72,66 - 75,Non,13,78.05801577,,-2.400606707,-1.150887538,-99.00842759,-1.773921201,2.805970149,1.833688699,9.740873684,8.865319737,3.200390977,9.24776012,-2.130997054,-3.455090395
MEDIAN TECHNOLOGIES,0,,4,A+,20,4,4,0,27,17,16,Non,H,58,56 - 65,Non,1,,,0.065393293,1.148112462,-105.5154276,0.226078799,2.805970149,4.833688699,-15.24412632,-17.60668026,-18.01860902,-13.75623988,-2.130997054,
MEDIASCIENCE SA,0,,7,D,5,0,0,0,21,6,18,Non,H,61,56 - 65,Non,6,,,,,,,,,,,,,,
MEDIAWAN,0,,46,A+,40,1,0,0,17,12,13,Oui,F,48,46 - 55,Non,143,,,,,,-2.773921201,,,,5.850319737,1.462390977,,,
MEDICREA INTERNATIONAL,0,,7,A+,31,5,1,0,24,20,9,Non,H,57,56 - 65,Oui,14,,,0.604393293,-0.467887538,-107.4374276,5.226078799,-3.194029851,-3.166311301,-12.20012632,-49.50368026,-14.71860902,-10.13923988,1.491002946,-31.3870904
MEDINCELL,0,,0,B+,10,2,2,2,24,18,12,Non,H,63,56 - 65,Oui,1,,,,,,,,,,,-19.29060902,,-2.130997054,-53.8240904
MEDTECH SA,0,,304,D,2,0,0,0,27,13,19,Non,H,57,56 - 65,Non,22,,,,,,1.226078799,,,,,,,,
MEETIC,0,,336,D,1,0,0,0,31,11,22,Non,H,43,36 - 45,Non,6,,,,,,-1.773921201,1.805970149,3.833688699,,,,,,
MEILLEURTAUX,0,,6,D,1,0,0,0,31,2,29,Oui,H,42,36 - 45,Non,10,,,,,,,,,,,,,,
MEMSCAP,0,,7,A+,7,1,1,0,12,9,6,Non,H,50,46 - 55,Oui,2,89.68601577,,-2.576606707,-1.051887538,-106.2304276,0.226078799,3.805970149,1.833688699,8.154873684,6.690319737,2.196390977,9.45576012,9.399002946,-3.830090395
MERCIALYS,0,,21,B+,55,1,1,0,55,32,32,Oui,H,60,56 - 65,Non,2,-11.33998423,-2.170752252,-1.347606707,-0.919887538,-98.69142759,-0.773921201,1.805970149,0.833688699,16.38987368,19.03831974,6.388390977,17.20276012,-2.130997054,35.7839096
MERMET INDUSTRIES SA,0,,265,D,1,2,2,2,20,8,14,Non,H,60,56 - 65,Non,10,,,,,,,-3.194029851,-3.166311301,,,,,,
MERSEN,0,,122,A+,68,2,0,0,45,20,32,Oui,H,67,66 - 75,Non,6,151.1530158,,-2.399606707,-1.189887538,-84.77842759,-1.773921201,-2.194029851,-2.166311301,10.69087368,9.135319737,3.203390977,10.26676012,-2.130997054,-2.800090395
METABOLIC EXPLORER,0,,3,A+,9,0,0,0,26,18,13,Non,H,49,46 - 55,Oui,4,-19.53898423,,-2.226606707,-0.848887538,-106.4214276,2.226078799,2.805970149,1.833688699,23.37787368,24.31531974,15.25139098,19.11476012,13.50100295,18.4069096
METAL FORME TECHNOLOGIE,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
METALLIANCE,0,,2,D,3,2,2,2,25,14,14,Non,H,63,56 - 65,Oui,8,-22.98898423,,-2.301606707,-1.226887538,-101.0974276,-0.773921201,-1.194029851,-1.166311301,11.83087368,16.13931974,5.746390977,13.13176012,-2.130997054,-2.967090395
METAPHORA SA,0,,599,D,2,0,0,0,17,5,13,Non,H,59,56 - 65,Non,11,,,,,,-0.773921201,2.805970149,3.833688699,,,,,,
METHANOR,0,,0,A+,4,0,0,0,11,8,11,Non,H,44,36 - 45,Non,6,61.35401577,,-2.417606707,-0.782887538,-102.4084276,-2.773921201,3.805970149,5.833688699,12.90387368,7.043319737,2.644390977,14.20476012,-2.130997054,
METROLOGIC GROUP,0,,515,C,1,4,0,0,15,6,12,Non,H,46,46 - 55,Non,8,,,,,,-1.773921201,2.805970149,2.833688699,,,,,,
METROPOLE AVENIR EUROPE,0,,0,U,2,0,0,0,3,3,0,Non,,53,46 - 55,Non,13,,,,,,,,,,,,,,
METROPOLE CORPORATE BONDS,0,,0,U,2,0,0,0,2,2,0,Non,F,58,56 - 65,Non,9,,,,,,,,,,,,,,
METROPOLE TELEVISION,0,,393,B+,48,0,0,0,98,66,56,Non,F,45,36 - 45,Non,11,-14.78898423,-2.170752252,0.381393293,0.166112462,-103.9664276,-2.773921201,1.805970149,0.833688699,,46.16231974,21.28239098,,-2.130997054,13.4749096
MG INTERNATIONAL,0,,13,D,1,0,0,0,18,12,11,Non,H,55,46 - 55,Non,4,-15.05098423,,-2.132606707,-1.245887538,-107.4274276,-0.773921201,-3.194029851,-4.166311301,13.32287368,14.02431974,4.272390977,15.75376012,-2.130997054,-3.116090395
MGI DIGITAL TECHNOLOGY,0,,266,B+,31,0,0,0,23,16,12,Non,H,60,56 - 65,Non,25,-3.175984234,,-0.248606707,0.589112462,-96.15242759,1.226078799,2.805970149,0.833688699,19.26187368,19.90131974,11.81739098,17.54976012,-2.130997054,15.7129096
MICROPOLE,0,,25,A+,17,2,2,0,26,22,10,Non,H,60,56 - 65,Oui,15,,,-2.759606707,-1.413887538,-107.0204276,-0.773921201,-3.194029851,-4.166311301,9.417873684,7.517319737,2.270390977,8.77776012,-2.130997054,-4.085090395
MICROWAVE VISION,0,,26,A+,27,1,1,0,31,17,19,Oui,H,58,56 - 65,Oui,9,15.43001577,,-2.649606707,-1.198887538,-97.63142759,4.226078799,3.805970149,2.833688699,10.15487368,8.293319737,3.206390977,10.81376012,-2.130997054,-2.411090395
MILIBOO,0,,6,B+,8,4,4,1,11,9,3,Non,H,45,36 - 45,Oui,9,,,-0.763606707,-0.365887538,-107.5784276,-0.773921201,2.805970149,2.833688699,-31.08412632,-38.08768026,-20.37660902,-29.78323988,-2.130997054,-21.9400904
MILLET INNOVATION,0,,2,D,3,2,2,2,22,20,11,Non,F,48,46 - 55,Non,3,-13.65898423,-5.545752252,0.034393293,0.539112462,-101.7804276,-0.773921201,2.805970149,1.833688699,32.34887368,36.80531974,21.79839098,27.70476012,-2.130997054,13.0839096
MILLIMAGES,0,,33,D,4,1,1,1,27,17,16,Non,H,64,56 - 65,Oui,9,,,,,,3.226078799,-3.194029851,-4.166311301,,,,,,
MINES DE KALI SAINTE THERESE SA,0,,0,U,0,0,0,0,2,2,0,Non,H,97,> 75,Non,4,,,,,,,,,,,,,,
MINES ET PRODUITS CHIMIQUES DE SALSIGNE SA,0,,0,U,0,0,0,0,0,0,0,,,53,46 - 55,,0,,,,,,,,,,,,,,
MINT,0,,0,B+,10,6,3,4,20,8,16,Non,H,57,56 - 65,Non,5,-22.39798423,,2.247393293,0.146112462,-108.4214276,5.226078799,-3.194029851,-4.166311301,,78.93531974,24.94639098,,-2.130997054,8.241909605
MLD,0,,3,D,3,1,1,1,7,5,4,Non,H,58,56 - 65,Non,4,,,7.639393293,8.226112462,-106.9214276,-0.773921201,-1.194029851,4.833688699,1.016873684,-1.067680263,-4.768609023,2.31776012,-2.130997054,-18.7090904
MLPC INTERNATIONAL,0,,274,D,2,0,0,0,38,16,26,Non,H,51,46 - 55,Non,2,,,,,,-0.773921201,-2.194029851,-2.166311301,,,,,,
MNR GROUP,0,,2,D,1,0,0,0,26,13,22,Non,H,53,46 - 55,Non,1,,,,,,2.226078799,,,,,,,,
MONDO TV FRANCE,0,,0,A+,3,2,2,0,7,6,7,Non,H,46,46 - 55,Non,9,,,,,,5.226078799,-2.194029851,-0.166311301,,,,,,
MONFINANCIER,0,,2,B+,5,4,4,1,5,3,2,Non,H,44,36 - 45,Non,5,-7.715984234,,-1.544606707,-0.162887538,-108.6814276,-0.773921201,,,,9.886319737,4.919390977,,,7.119909605
MONOPRIX SA,0,,1590,D,2,1,1,1,42,10,34,Non,H,56,56 - 65,Non,12,,,,,,-2.773921201,3.805970149,3.833688699,,,,,,
MONTAGNE ET NEIGE DEVELOPPEMENT,0,,21,C+,5,2,1,1,17,8,11,Oui,H,38,36 - 45,Oui,15,-8.885984234,,-0.998606707,-1.090887538,-106.8084276,2.226078799,-3.194029851,-3.166311301,15.58087368,13.87631974,3.492390977,17.32276012,-2.130997054,-2.107090395
MONTUPET SA,0,,110,D,1,3,1,0,28,9,22,Non,H,54,46 - 55,Non,4,,,,,,,,,,,,,,
MORIA S.A.,0,,816,D,1,0,0,0,33,13,21,Non,H,61,56 - 65,Non,5,,,,,,-1.773921201,2.805970149,2.833688699,,,,,,
MOULINVEST,0,,9,C+,7,4,4,4,8,8,2,Non,H,74,66 - 75,Oui,14,-21.48998423,,-2.585606707,-1.362887538,-101.2234276,5.226078799,0.805970149,1.833688699,17.33687368,19.60931974,6.675390977,17.06176012,-2.130997054,0.853909605
MP6 SA,0,,0,U,0,0,0,0,5,1,5,Non,H,62,56 - 65,Non,3,,,,,,,,,,,,,,
MR BRICOLAGE,0,,50,D,13,16,16,0,41,17,27,Non,H,55,46 - 55,Non,23,,,-2.588606707,-1.352887538,-90.10642759,1.226078799,-3.194029851,-4.166311301,-19.91612632,-33.72568026,-13.60960902,-14.09423988,-2.130997054,-19.5350904
MRM,0,,127,D,15,0,0,0,20,12,12,Oui,H,53,46 - 55,Non,40,-14.63298423,,-2.667606707,-1.287887538,-105.9224276,-0.773921201,0.805970149,2.833688699,11.28887368,10.10431974,3.911390977,12.58976012,-2.130997054,30.4799096
MTD FINANCE,0,,5,D,4,1,1,1,7,3,5,Non,H,55,46 - 55,Non,6,,,,,,1.226078799,,,,13.20331974,5.879390977,,,67.8909096
MULANN SA,0,,2,D,2,1,1,1,10,7,4,Non,H,57,56 - 65,Oui,2,,,-6.709606707,-1.141887538,-108.8694276,5.226078799,,,,,-27.91560902,,,-78.3190904
MULTIMICROCLOUD,0,,2,C+,16,7,7,7,5,5,0,Oui,H,70,66 - 75,Oui,2,,,,,,,,,,,,,,
MUNIC,0,,0,B+,6,2,2,1,13,6,8,Oui,H,58,56 - 65,Oui,1,,,,,,,,,,,,,,
MUSEE GREVIN,0,,87,D,3,0,0,0,29,17,18,Oui,F,61,56 - 65,Non,5,72.85401577,992.3862477,2.547393293,1.942112462,-95.71642759,-2.773921201,1.805970149,0.833688699,,13.57431974,6.287390977,,-2.130997054,-0.248090395
